Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating,Keluaran_Game
Devil May Cry HD Collection,PS3,2012,Action,Capcom,0.42,0.19,0.11,0.09,0.82,74.0,27.0,8.8,159.0,M,Game Baru
Shin Megami Tensei: Persona 4,PS2,2008,Role-Playing,Atlus,0.34,0.04,0.36,0.08,0.82,90.0,47.0,8.9,642.0,M,Game Baru
The Lord of the Rings: War in the North,PS3,2011,Action,Warner Bros. Interactive Entertainment,0.25,0.42,0.01,0.13,0.82,63.0,33.0,7.0,100.0,M,Game Baru
Dance Central 3,X360,2012,Misc,Microsoft Game Studios,0.57,0.18,0.0,0.06,0.81,86.0,43.0,8.0,45.0,T,Game Baru
Tales of Destiny II,PS,2000,Role-Playing,Namco Bandai Games,0.06,0.04,0.66,0.05,0.81,78.0,9.0,8.7,31.0,T,Game Lawas
NASCAR 2001,PS,2000,Racing,Electronic Arts,0.45,0.31,0.0,0.05,0.81,73.0,8.0,6.1,9.0,E,Game Lawas
The Legend of Zelda: Four Swords Adventures,GC,2004,Action,Nintendo,0.63,0.16,0.0,0.02,0.81,86.0,55.0,7.2,74.0,E,Game Lawas
MediEvil: Resurrection,PSP,2005,Adventure,Sony Computer Entertainment,0.19,0.41,0.0,0.22,0.81,66.0,43.0,8.7,53.0,T,Game Lawas
Valkyrie Profile,PS,1999,Role-Playing,Enix Corporation,0.07,0.05,0.63,0.05,0.81,81.0,8.0,8.8,38.0,T,Game Lawas
Dragon Ball: Raging Blast 2,PS3,2010,Fighting,Namco Bandai Games,0.43,0.18,0.11,0.09,0.81,60.0,27.0,7.5,63.0,T,Game Baru
Shaun White Snowboarding,X360,2008,Sports,Ubisoft,0.48,0.25,0.0,0.08,0.81,60.0,48.0,7.6,25.0,T,Game Baru
Patapon,PSP,2007,Misc,Sony Computer Entertainment,0.33,0.25,0.07,0.16,0.81,86.0,60.0,8.7,102.0,E,Game Baru
Metal Gear Solid V: The Phantom Pain,XOne,2015,Action,Konami Digital Entertainment,0.46,0.26,0.01,0.07,0.81,95.0,10.0,7.2,907.0,M,Game Baru
Pro Evolution Soccer 2010,X360,2009,Sports,Konami Digital Entertainment,0.12,0.58,0.03,0.08,0.81,78.0,34.0,7.6,29.0,E,Game Baru
Tom Clancys Rainbow Six 3,PS2,2004,Shooter,Ubisoft,0.4,0.31,0.0,0.1,0.81,70.0,34.0,8.2,17.0,M,Game Lawas
Final Fantasy X / X-2 HD Remaster,PSV,2013,Role-Playing,Square Enix,0.16,0.25,0.28,0.12,0.81,86.0,14.0,8.5,225.0,T,Game Baru
NCAA Football 10,PS3,2009,Sports,Electronic Arts,0.75,0.0,0.0,0.06,0.81,80.0,20.0,6.9,14.0,E,Game Baru
Guitar Hero: Warriors of Rock,PS3,2010,Misc,Activision,0.33,0.34,0.0,0.13,0.81,74.0,46.0,7.1,30.0,T,Game Baru
The Sims 2,PS2,2005,Simulation,Electronic Arts,0.67,0.03,0.0,0.11,0.81,75.0,31.0,4.4,166.0,T,Game Lawas
Yakuza,PS2,2005,Action,Sega,0.03,0.02,0.74,0.01,0.8,75.0,58.0,8.2,75.0,M,Game Lawas
Star Wars Rogue Squadron III: Rebel Strike,GC,2003,Simulation,LucasArts,0.62,0.16,0.0,0.02,0.8,75.0,36.0,7.6,51.0,T,Game Lawas
Hitman: Contracts,PS2,2004,Shooter,Eidos Interactive,0.39,0.31,0.0,0.1,0.8,80.0,39.0,8.3,44.0,M,Game Lawas
Professor Layton vs Phoenix Wright: Ace Attorney,3DS,2012,Puzzle,Level 5,0.2,0.26,0.3,0.04,0.8,79.0,69.0,8.5,100.0,T,Game Baru
Ben 10: Alien Force,Wii,2008,Action,Koch Media,0.52,0.21,0.0,0.07,0.8,45.0,6.0,7.8,11.0,E10+,Game Baru
Final Fantasy Anthology,PS,1999,Role-Playing,Square EA,0.45,0.3,0.0,0.05,0.8,80.0,14.0,8.1,28.0,T,Game Lawas
DiRT 2,X360,2009,Racing,Codemasters,0.32,0.39,0.0,0.09,0.8,87.0,65.0,8.2,110.0,T,Game Baru
Prince of Persia: Warrior Within,X,2004,Action,Ubisoft,0.48,0.28,0.0,0.04,0.8,83.0,55.0,7.5,35.0,M,Game Lawas
WWE 2K17,PS4,2016,Sports,Take-Two Interactive,0.22,0.45,0.0,0.13,0.8,69.0,51.0,6.9,93.0,T,Game Baru
Pro Evolution Soccer 2010,PSP,2009,Sports,Konami Digital Entertainment,0.09,0.33,0.2,0.18,0.8,72.0,9.0,4.6,5.0,E,Game Baru
Guitar Hero: Metallica,X360,2009,Misc,Activision,0.52,0.2,0.0,0.07,0.8,84.0,62.0,8.1,79.0,T,Game Baru
Pro Evolution Soccer 2016,PS4,2015,Sports,Konami Digital Entertainment,0.14,0.43,0.14,0.1,0.8,87.0,54.0,7.1,682.0,E,Game Baru
Need for Speed: Hot Pursuit 2,GC,2002,Racing,Electronic Arts,0.68,0.09,0.0,0.02,0.8,68.0,16.0,8.3,15.0,E,Game Lawas
Rayman Raving Rabbids 2,DS,2007,Misc,Ubisoft,0.73,0.01,0.0,0.06,0.8,57.0,8.0,7.0,15.0,E10+,Game Baru
The Sims 2: Pets,PSP,2006,Simulation,Electronic Arts,0.19,0.38,0.0,0.22,0.8,57.0,9.0,7.3,10.0,T,Game Lawas
Dragon Ball Z: Budokai Tenkaichi 2,PS2,2006,Fighting,Atari,0.66,0.02,0.0,0.11,0.79,73.0,31.0,8.6,61.0,T,Game Lawas
Need for Speed Rivals,X360,2013,Racing,Electronic Arts,0.38,0.35,0.01,0.07,0.79,76.0,12.0,5.4,107.0,E10+,Game Baru
Star Wars The Clone Wars: Republic Heroes,Wii,2009,Action,LucasArts,0.43,0.29,0.0,0.07,0.79,48.0,10.0,6.4,5.0,T,Game Baru
Guitar Hero: Aerosmith,PS2,2008,Misc,Activision,0.61,0.0,0.0,0.18,0.79,71.0,11.0,6.3,15.0,T,Game Baru
pro evolution soccer 2011,PSP,2010,Sports,Konami Digital Entertainment,0.05,0.3,0.29,0.16,0.79,74.0,10.0,5.8,5.0,E,Game Baru
Sniper: Ghost Warrior,PS3,2011,Shooter,City Interactive,0.27,0.34,0.04,0.14,0.79,53.0,17.0,6.0,34.0,M,Game Baru
Harvest Moon: A Wonderful Life,GC,2003,Role-Playing,Ubisoft,0.61,0.16,0.0,0.02,0.79,79.0,28.0,8.9,148.0,E,Game Lawas
DmC: Devil May Cry,PS3,2013,Action,Capcom,0.24,0.26,0.19,0.1,0.79,85.0,40.0,5.3,1475.0,M,Game Baru
Motocross Mania,PS,2001,Racing,Take-Two Interactive,0.44,0.3,0.0,0.05,0.79,34.0,6.0,5.3,6.0,E,Game Lawas
WWE 2K15,PS3,2014,Sports,Take-Two Interactive,0.37,0.29,0.0,0.13,0.79,55.0,5.0,3.1,57.0,T,Game Baru
Darksiders II,X360,2012,Action,THQ,0.45,0.27,0.0,0.07,0.79,83.0,63.0,8.0,458.0,M,Game Baru
[Prototype 2],X360,2012,Action,Activision,0.48,0.24,0.0,0.07,0.79,74.0,69.0,7.0,174.0,M,Game Baru
Armored Core 2,PS2,2000,Simulation,Ubisoft,0.28,0.22,0.23,0.07,0.79,78.0,23.0,8.4,19.0,T,Game Lawas
The Godfather II,X360,2009,Action,Electronic Arts,0.47,0.23,0.01,0.08,0.79,65.0,72.0,6.9,60.0,M,Game Baru
Dragons Dogma,X360,2012,Role-Playing,Capcom,0.42,0.23,0.07,0.06,0.79,75.0,59.0,7.8,321.0,M,Game Baru
Band Hero,X360,2009,Misc,Activision,0.51,0.21,0.0,0.07,0.79,76.0,52.0,5.0,30.0,E10+,Game Baru
NCAA Football 08,PS2,2007,Sports,Electronic Arts,0.65,0.03,0.0,0.11,0.79,83.0,6.0,8.4,24.0,E,Game Baru
FIFA Soccer 2004,X,2003,Sports,Electronic Arts,0.24,0.49,0.0,0.05,0.79,82.0,20.0,8.2,23.0,E,Game Lawas
The Sims 2: Castaway,PSP,2007,Simulation,Electronic Arts,0.08,0.46,0.0,0.25,0.79,64.0,5.0,7.3,18.0,E10+,Game Baru
Golden Sun: Dark Dawn,DS,2010,Role-Playing,Nintendo,0.52,0.09,0.13,0.05,0.79,79.0,63.0,8.1,87.0,E10+,Game Baru
Star Ocean: The Last Hope,X360,2009,Role-Playing,Square Enix,0.32,0.2,0.21,0.06,0.79,72.0,56.0,7.2,150.0,T,Game Baru
Invizimals,PSP,2009,Strategy,Sony Computer Entertainment,0.17,0.5,0.0,0.11,0.79,69.0,32.0,7.3,19.0,E10+,Game Baru
Too Human,X360,2008,Role-Playing,Microsoft Game Studios,0.38,0.29,0.03,0.08,0.78,65.0,80.0,7.0,458.0,T,Game Baru
Tiger Woods PGA Tour 10,PS3,2009,Sports,Electronic Arts,0.42,0.25,0.0,0.11,0.78,81.0,38.0,7.7,9.0,E,Game Baru
Tom Clancys Splinter Cell: Double Agent,X360,2006,Action,Ubisoft,0.67,0.04,0.01,0.06,0.78,85.0,59.0,8.1,148.0,M,Game Lawas
Naruto Shippuden: Ultimate Ninja Storm 2,X360,2010,Fighting,Namco Bandai Games,0.43,0.27,0.01,0.07,0.78,74.0,31.0,8.5,39.0,T,Game Baru
Fight Night Champion,X360,2011,Fighting,Electronic Arts,0.4,0.31,0.0,0.07,0.78,86.0,59.0,7.4,106.0,M,Game Baru
Bayonetta 2,WiiU,2014,Action,Nintendo,0.34,0.28,0.1,0.06,0.78,91.0,80.0,8.3,1226.0,M,Game Baru
Dead Island: Riptide,X360,2013,Action,Deep Silver,0.44,0.26,0.01,0.07,0.78,57.0,43.0,6.3,193.0,M,Game Baru
The World Ends With You,DS,2007,Role-Playing,Square Enix,0.49,0.04,0.21,0.04,0.78,88.0,59.0,8.9,284.0,T,Game Baru
MadWorld,Wii,2009,Action,Sega,0.45,0.24,0.02,0.07,0.78,81.0,74.0,8.6,178.0,M,Game Baru
Star Wars The Clone Wars: Jedi Alliance,DS,2008,Action,LucasArts,0.61,0.11,0.0,0.06,0.78,68.0,10.0,7.8,32.0,E10+,Game Baru
Drawn to Life,DS,2007,Action,THQ,0.71,0.01,0.0,0.06,0.78,73.0,34.0,8.0,31.0,E,Game Baru
Sid Meiers Civilization Revolution,PS3,2008,Strategy,Take-Two Interactive,0.49,0.19,0.01,0.09,0.78,85.0,39.0,7.7,87.0,E10+,Game Baru
NBA 2K7,PS2,2006,Sports,Take-Two Interactive,0.65,0.02,0.0,0.11,0.78,81.0,12.0,8.4,18.0,E,Game Lawas
James Bond 007: Nightfire,GC,2002,Shooter,Electronic Arts,0.6,0.16,0.0,0.02,0.78,80.0,17.0,8.5,47.0,T,Game Lawas
Goldeneye 007: Reloaded,PS3,2011,Shooter,Activision,0.33,0.33,0.0,0.12,0.78,72.0,38.0,6.3,53.0,T,Game Baru
Rayman Origins,X360,2011,Platform,Ubisoft,0.38,0.32,0.0,0.08,0.78,87.0,55.0,8.2,210.0,E10+,Game Baru
Aliens: Colonial Marines,X360,2013,Shooter,Sega,0.36,0.34,0.0,0.07,0.77,48.0,47.0,3.8,452.0,M,Game Baru
Lips,X360,2008,Misc,Microsoft Game Studios,0.12,0.56,0.0,0.1,0.77,71.0,43.0,7.4,34.0,T,Game Baru
Need for Speed: ProStreet,PSP,2008,Racing,Electronic Arts,0.24,0.33,0.01,0.19,0.77,57.0,14.0,7.1,19.0,E,Game Baru
Perfect Dark Zero,X360,2005,Shooter,Microsoft Game Studios,0.66,0.02,0.03,0.06,0.77,81.0,75.0,7.3,229.0,M,Game Lawas
Marvel Nemesis: Rise of the Imperfects,PS2,2005,Fighting,Electronic Arts,0.64,0.02,0.0,0.1,0.77,53.0,30.0,6.3,46.0,T,Game Lawas
Need for Speed: Porsche Unleashed,PS,1999,Racing,Electronic Arts,0.43,0.29,0.0,0.05,0.77,78.0,13.0,8.5,24.0,E,Game Lawas
Resident Evil: Operation Raccoon City,X360,2012,Action,Capcom,0.55,0.14,0.03,0.06,0.77,52.0,56.0,4.9,331.0,M,Game Baru
LEGO Batman 2: DC Super Heroes,3DS,2012,Action,Warner Bros. Interactive Entertainment,0.42,0.29,0.0,0.06,0.77,72.0,6.0,5.2,25.0,E10+,Game Baru
Worms: Open Warfare,PSP,2006,Strategy,THQ,0.11,0.43,0.0,0.23,0.77,70.0,22.0,6.6,18.0,E10+,Game Lawas
UFC Personal Trainer: The Ultimate Fitness System,X360,2011,Sports,THQ,0.53,0.18,0.0,0.06,0.77,70.0,36.0,6.5,15.0,E,Game Baru
Ghost Squad,Wii,2007,Shooter,Sega,0.42,0.21,0.08,0.07,0.77,69.0,42.0,7.5,31.0,T,Game Baru
Star Wars Episode II: Attack of the Clones,GBA,2002,Action,THQ,0.55,0.2,0.0,0.01,0.77,38.0,14.0,5.0,6.0,E,Game Lawas
The Witcher 3: Wild Hunt,PC,2015,Role-Playing,Namco Bandai Games,0.23,0.49,0.0,0.06,0.77,93.0,32.0,9.3,10766.0,M,Game Baru
Maximo: Ghosts to Glory,PS2,2001,Platform,Capcom,0.38,0.29,0.0,0.1,0.77,84.0,33.0,8.7,16.0,T,Game Lawas
Donkey Kong Country 3,GBA,2005,Platform,Nintendo,0.45,0.17,0.14,0.01,0.77,77.0,16.0,8.4,28.0,E,Game Lawas
All-Star Baseball 2003,PS2,2002,Sports,Acclaim Entertainment,0.38,0.29,0.0,0.1,0.77,81.0,15.0,8.4,17.0,E,Game Lawas
Unlimited Saga,PS2,2002,Role-Playing,Atari,0.1,0.08,0.56,0.03,0.77,45.0,26.0,3.0,29.0,T,Game Lawas
Pokemon Dash,DS,2004,Racing,Nintendo,0.21,0.14,0.38,0.04,0.77,46.0,28.0,5.9,34.0,E,Game Lawas
Dragon Ball: Raging Blast,PS3,2009,Fighting,Namco Bandai Games,0.37,0.19,0.11,0.1,0.77,57.0,26.0,7.2,58.0,T,Game Baru
Twisted Metal: Head On,PSP,2005,Action,Sony Computer Entertainment,0.71,0.0,0.0,0.06,0.77,79.0,45.0,8.2,38.0,T,Game Lawas
Sonic Unleashed,PS2,2008,Platform,Sega,0.37,0.04,0.0,0.36,0.76,66.0,5.0,6.8,50.0,E10+,Game Baru
Driv3r,X,2004,Racing,Atari,0.36,0.38,0.0,0.03,0.76,56.0,57.0,4.7,69.0,M,Game Lawas
ISS Pro Evolution,PS,1998,Sports,Konami Digital Entertainment,0.0,0.0,0.71,0.05,0.76,94.0,4.0,8.7,41.0,E,Game Lawas
Need For Speed: Undercover,PSP,2008,Racing,Electronic Arts,0.23,0.31,0.03,0.19,0.76,52.0,7.0,6.8,37.0,T,Game Baru
DJ Hero,Wii,2009,Misc,Activision,0.46,0.23,0.0,0.07,0.76,87.0,22.0,7.6,19.0,T,Game Baru
Metroid Prime Hunters,DS,2006,Shooter,Nintendo,0.57,0.04,0.11,0.06,0.76,85.0,54.0,8.0,188.0,T,Game Lawas
Star Wars: The Force Unleashed II,Wii,2010,Action,LucasArts,0.52,0.18,0.0,0.06,0.76,71.0,10.0,7.8,31.0,T,Game Baru
Star Wars Battlefront: Elite Squadron,PSP,2009,Shooter,LucasArts,0.38,0.23,0.0,0.15,0.76,63.0,25.0,8.0,41.0,T,Game Baru
Syphon Filter: The Omega Strain,PS2,2004,Shooter,Sony Computer Entertainment,0.37,0.29,0.0,0.1,0.76,65.0,47.0,6.9,30.0,M,Game Lawas
The Sims 3,3DS,2011,Simulation,Electronic Arts,0.3,0.37,0.03,0.07,0.76,52.0,29.0,3.3,31.0,T,Game Baru
Mortal Kombat: Deception,X,2004,Fighting,Midway Games,0.61,0.12,0.0,0.03,0.76,81.0,53.0,8.8,24.0,M,Game Lawas
Thats So Raven,GBA,2004,Adventure,Disney Interactive Studios,0.54,0.2,0.0,0.01,0.76,39.0,6.0,7.6,5.0,E,Game Lawas
DJ Hero 2,PS3,2010,Misc,Activision,0.47,0.19,0.0,0.1,0.76,86.0,46.0,7.9,23.0,T,Game Baru
Portal 2,PC,2011,Shooter,Valve Software,0.33,0.32,0.0,0.1,0.76,95.0,52.0,8.8,6035.0,E10+,Game Baru
Duke Nukem Forever,PS3,2011,Shooter,Take-Two Interactive,0.33,0.31,0.0,0.12,0.76,51.0,48.0,4.9,278.0,M,Game Baru
True Crime: New York City,PS2,2005,Action,Activision,0.57,0.02,0.07,0.09,0.76,60.0,47.0,7.8,62.0,M,Game Lawas
Legends of Wrestling,PS2,2001,Fighting,Acclaim Entertainment,0.37,0.29,0.0,0.1,0.76,55.0,24.0,8.1,15.0,T,Game Lawas
Lost Planet 2,X360,2010,Shooter,Capcom,0.38,0.23,0.08,0.06,0.76,68.0,63.0,6.1,102.0,T,Game Baru
Harry Potter and the Half-Blood Prince,Wii,2009,Action,Electronic Arts,0.28,0.39,0.0,0.08,0.76,60.0,35.0,6.0,8.0,E10+,Game Baru
Wall-E,PS2,2008,Platform,THQ,0.21,0.0,0.0,0.54,0.75,67.0,8.0,8.4,9.0,E,Game Baru
Professor Layton and the Azran Legacy,3DS,2013,Puzzle,Nintendo,0.0,0.48,0.25,0.03,0.75,81.0,58.0,7.9,86.0,E10+,Game Baru
Mega Man X5,PS,2000,Platform,Capcom,0.3,0.21,0.2,0.05,0.75,76.0,10.0,8.9,55.0,E,Game Lawas
Genji: Days of the Blade,PS3,2006,Action,Sony Computer Entertainment,0.18,0.37,0.06,0.14,0.75,55.0,46.0,5.8,30.0,T,Game Lawas
Rockstar Games presents Table Tennis,X360,2006,Sports,Take-Two Interactive,0.28,0.38,0.0,0.08,0.75,81.0,75.0,7.8,69.0,E,Game Lawas
Drawn to Life: The Next Chapter,Wii,2009,Puzzle,THQ,0.28,0.39,0.0,0.08,0.75,58.0,22.0,6.0,8.0,E,Game Baru
PokePark 2: Wonders Beyond,Wii,2011,Action,Nintendo,0.26,0.19,0.27,0.04,0.75,60.0,18.0,7.0,27.0,E,Game Baru
WWE SmackDown vs. Raw 2009,PSP,2008,Fighting,THQ,0.41,0.2,0.0,0.14,0.75,72.0,9.0,6.0,9.0,T,Game Baru
Pro Evolution Soccer 2015,PS4,2014,Sports,Konami Digital Entertainment,0.09,0.45,0.11,0.1,0.75,82.0,56.0,7.2,387.0,E,Game Baru
SoulCalibur V,PS3,2012,Fighting,Namco Bandai Games,0.35,0.23,0.07,0.09,0.75,81.0,53.0,6.7,152.0,T,Game Baru
Shark Tale,PS2,2004,Action,Activision,0.37,0.29,0.0,0.1,0.75,69.0,30.0,6.5,6.0,E,Game Lawas
Zone of the Enders,PS2,2001,Shooter,Konami Digital Entertainment,0.3,0.24,0.13,0.08,0.75,78.0,21.0,7.4,49.0,M,Game Lawas
Tony Hawks Underground 2,X,2004,Sports,Activision,0.48,0.24,0.0,0.03,0.75,83.0,55.0,7.8,12.0,T,Game Lawas
Madden NFL 06,PSP,2005,Sports,Electronic Arts,0.69,0.0,0.0,0.06,0.75,75.0,23.0,7.9,16.0,E,Game Lawas
Dragon Age: Inquisition,PC,2014,Role-Playing,Electronic Arts,0.35,0.34,0.0,0.06,0.75,85.0,45.0,5.9,3951.0,M,Game Baru
Raving Rabbids: Travel in Time,Wii,2010,Adventure,Ubisoft,0.21,0.46,0.0,0.08,0.75,62.0,24.0,7.6,14.0,E10+,Game Baru
Capcom vs. SNK 2: Mark of the Millennium 2001,PS2,2001,Fighting,Capcom,0.22,0.17,0.3,0.06,0.75,81.0,22.0,7.9,27.0,T,Game Lawas
MVP 06 NCAA Baseball,PS2,2006,Sports,Electronic Arts,0.62,0.02,0.0,0.1,0.75,76.0,27.0,9.0,18.0,E,Game Lawas
[Prototype 2],PS3,2012,Action,Activision,0.37,0.28,0.0,0.11,0.75,79.0,39.0,6.8,179.0,M,Game Baru
Dark Souls II,X360,2014,Role-Playing,Namco Bandai Games,0.49,0.18,0.01,0.07,0.75,91.0,30.0,7.9,916.0,T,Game Baru
Turok,X360,2008,Action,Touchstone,0.46,0.2,0.01,0.07,0.75,69.0,63.0,7.1,120.0,M,Game Baru
Coded Arms,PSP,2005,Shooter,Konami Digital Entertainment,0.28,0.29,0.0,0.17,0.75,59.0,42.0,6.5,61.0,T,Game Lawas
Assassins Creed: Revelations,PC,2011,Action,Ubisoft,0.15,0.48,0.0,0.12,0.75,80.0,20.0,7.4,782.0,M,Game Baru
Final Fantasy Tactics A2: Grimoire of the Rift,DS,2007,Role-Playing,Square Enix,0.38,0.03,0.3,0.04,0.75,80.0,47.0,7.0,107.0,E10+,Game Baru
The Lord of the Rings: Conquest,PS3,2009,Action,Electronic Arts,0.38,0.25,0.0,0.11,0.74,54.0,45.0,7.1,57.0,T,Game Baru
Band Hero,PS3,2009,Misc,Activision,0.41,0.23,0.0,0.11,0.74,76.0,45.0,6.8,9.0,E10+,Game Baru
Burnout,PS2,2001,Racing,Acclaim Entertainment,0.36,0.28,0.0,0.1,0.74,79.0,25.0,7.7,33.0,E,Game Lawas
Spectrobes,DS,2007,Role-Playing,Disney Interactive Studios,0.66,0.02,0.0,0.06,0.74,63.0,37.0,7.7,32.0,E,Game Baru
Tom Clancys Rainbow Six: Vegas,PSP,2007,Shooter,Ubisoft,0.42,0.19,0.0,0.13,0.74,60.0,20.0,7.1,31.0,T,Game Baru
The Godfather II,PS3,2009,Action,Electronic Arts,0.41,0.21,0.01,0.1,0.74,67.0,53.0,7.2,50.0,M,Game Baru
Need for Speed: Shift,PSP,2009,Racing,Electronic Arts,0.16,0.37,0.01,0.21,0.74,69.0,11.0,6.5,31.0,E,Game Baru
Mortal Kombat: Unchained,PSP,2006,Fighting,Midway Games,0.67,0.01,0.0,0.06,0.74,70.0,19.0,8.8,31.0,M,Game Lawas
LEGO Marvel Super Heroes,WiiU,2013,Action,Warner Bros. Interactive Entertainment,0.31,0.35,0.03,0.06,0.74,82.0,8.0,8.0,71.0,E10+,Game Baru
MLB 13: The Show,PS3,2013,Sports,Sony Computer Entertainment,0.67,0.0,0.0,0.07,0.74,87.0,36.0,7.9,116.0,E,Game Baru
Resident Evil: Revelations,PS3,2013,Action,Capcom,0.14,0.29,0.22,0.09,0.74,74.0,30.0,7.2,204.0,M,Game Baru
Midnight Club 3: DUB Edition,X,2005,Racing,Take-Two Interactive,0.61,0.1,0.0,0.03,0.74,84.0,53.0,7.4,40.0,E10+,Game Lawas
Red Faction: Guerrilla,PS3,2009,Shooter,THQ,0.33,0.27,0.02,0.12,0.74,85.0,56.0,8.1,136.0,M,Game Baru
Ace Combat: Assault Horizon,PS3,2011,Action,Namco Bandai Games,0.3,0.15,0.22,0.07,0.74,77.0,28.0,6.7,82.0,T,Game Baru
Unreal Championship,X,2002,Shooter,Atari,0.59,0.12,0.0,0.03,0.74,83.0,29.0,8.2,24.0,M,Game Lawas
Crysis 2,PC,2011,Action,Electronic Arts,0.16,0.45,0.0,0.13,0.74,86.0,42.0,6.8,1604.0,M,Game Baru
Tales of Vesperia,X360,2008,Role-Playing,Atari,0.32,0.17,0.19,0.05,0.74,79.0,67.0,8.2,265.0,T,Game Baru
Style Savvy: Trendsetters,3DS,2012,Simulation,Nintendo,0.16,0.03,0.54,0.01,0.74,76.0,5.0,8.0,15.0,E,Game Baru
Just Dance 2015,WiiU,2014,Misc,Ubisoft,0.39,0.29,0.0,0.06,0.74,75.0,6.0,6.6,26.0,E10+,Game Baru
Namco Museum Remix,Wii,2007,Misc,Atari,0.68,0.0,0.0,0.05,0.74,49.0,18.0,6.3,4.0,E,Game Baru
Sword of Mana,GBA,2003,Role-Playing,Nintendo,0.31,0.11,0.3,0.02,0.74,72.0,31.0,8.3,25.0,E,Game Lawas
Persona 4: Arena,PS3,2012,Fighting,Atlus,0.31,0.11,0.24,0.08,0.73,86.0,47.0,7.7,180.0,T,Game Baru
Marvel: Ultimate Alliance 2,PS3,2009,Role-Playing,Activision,0.49,0.15,0.0,0.09,0.73,74.0,48.0,7.3,51.0,T,Game Baru
Resonance of Fate,PS3,2010,Role-Playing,Sega,0.2,0.21,0.24,0.08,0.73,72.0,42.0,8.0,136.0,T,Game Baru
Pirates of the Caribbean: At Worlds End,PS3,2007,Action,Disney Interactive Studios,0.17,0.41,0.0,0.15,0.73,55.0,24.0,6.9,19.0,T,Game Baru
Tiger Woods PGA Tour 08,PS3,2007,Sports,Electronic Arts,0.22,0.37,0.0,0.14,0.73,79.0,30.0,6.6,7.0,E,Game Baru
Mafia III,XOne,2016,Action,Take-Two Interactive,0.34,0.33,0.0,0.06,0.73,67.0,21.0,4.6,286.0,M,Game Baru
Classic NES Series: Donkey Kong,GBA,2004,Platform,Nintendo,0.4,0.15,0.17,0.01,0.73,55.0,15.0,4.8,4.0,E,Game Lawas
Harvest Moon: Animal Parade,Wii,2008,Simulation,Rising Star Games,0.58,0.08,0.02,0.05,0.73,76.0,10.0,8.9,20.0,E,Game Baru
WWE SmackDown vs. Raw 2010,Wii,2009,Fighting,THQ,0.49,0.17,0.0,0.06,0.73,78.0,11.0,7.7,9.0,T,Game Baru
Final Fantasy XIII-2,X360,2011,Role-Playing,Square Enix,0.36,0.29,0.02,0.06,0.73,79.0,50.0,6.3,268.0,T,Game Baru
Oddworld: Munchs Oddysee,X,2001,Platform,Atari,0.54,0.16,0.0,0.03,0.73,80.0,30.0,8.7,32.0,T,Game Lawas
Brink,PS3,2011,Shooter,Bethesda Softworks,0.29,0.32,0.01,0.12,0.73,72.0,39.0,5.8,168.0,T,Game Baru
NHL 11,X360,2010,Sports,Electronic Arts,0.61,0.07,0.0,0.05,0.73,88.0,49.0,7.7,71.0,E10+,Game Baru
NCAA Football 07,X360,2006,Sports,Electronic Arts,0.67,0.0,0.0,0.06,0.73,79.0,43.0,6.9,20.0,E,Game Lawas
Persona Q: Shadow of the Labyrinth,3DS,2014,Role-Playing,Nippon Ichi Software,0.34,0.07,0.27,0.05,0.73,83.0,56.0,8.1,169.0,M,Game Baru
Borderlands: The Pre-Sequel,X360,2014,Shooter,Take-Two Interactive,0.46,0.19,0.01,0.07,0.73,74.0,16.0,6.4,161.0,M,Game Baru
Full Spectrum Warrior,X,2004,Strategy,THQ,0.54,0.16,0.0,0.03,0.73,84.0,67.0,8.7,27.0,M,Game Lawas
Madden NFL 11,Wii,2010,Sports,Electronic Arts,0.68,0.0,0.0,0.04,0.73,75.0,6.0,5.4,7.0,E,Game Baru
Katamari Damacy,PS2,2004,Puzzle,Namco Bandai Games,0.47,0.02,0.17,0.08,0.73,86.0,55.0,9.0,86.0,E,Game Lawas
Naruto Shippuden: Ultimate Ninja Storm Generations,PS3,2012,Fighting,Namco Bandai Games,0.27,0.24,0.14,0.08,0.73,74.0,23.0,7.1,83.0,T,Game Baru
MLB 10: The Show,PS3,2010,Sports,Sony Computer Entertainment,0.67,0.0,0.0,0.06,0.73,91.0,33.0,8.3,107.0,E,Game Baru
Shaun Palmers Pro Snowboarder,PS2,2001,Sports,Codemasters,0.36,0.28,0.0,0.09,0.73,64.0,17.0,8.7,13.0,E,Game Lawas
James Bond 007: Agent Under Fire,GC,2002,Shooter,Electronic Arts,0.56,0.15,0.0,0.02,0.72,74.0,16.0,6.8,26.0,T,Game Lawas
Harvest Moon DS: Island of Happiness,DS,2007,Simulation,Rising Star Games,0.43,0.01,0.25,0.04,0.72,65.0,15.0,7.0,22.0,E,Game Baru
Star Wars Episode III: Revenge of the Sith,GBA,2005,Action,Ubisoft,0.52,0.19,0.0,0.01,0.72,73.0,13.0,7.5,12.0,E10+,Game Lawas
Monopoly Streets,Wii,2010,Misc,Electronic Arts,0.23,0.42,0.0,0.08,0.72,65.0,9.0,5.2,5.0,E,Game Baru
Ultimate Spider-Man,PS2,2005,Action,Activision,0.6,0.02,0.0,0.1,0.72,74.0,52.0,7.9,54.0,T,Game Lawas
